0.25.3,Thu Jul 16 18:20:38 2026,,,,,,,,,,,,,
id,class,name,pretty_name,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,barrel_deviation,bullet_damage,bullet_velocity,buck_barrel_deviation,fire_rate,price
,,kazarov_akm_spring,Kazarov AKM,0,0.03,,,,,,,,,0
,,kazarov_aks74_spring,Kazarov AKS-74,0,0.03,,,,,,,,,0
,ak_fixed_stock,,,,,,,,,,,,,
,,pro_tactical_uas_akn_p,P.R.O Tactical UAS AKN P,16,0.33,-7,-14,,,,,,,700
,,kazarov_ak74_polymer_6p20_sb7,Kazarov AK-74 Polymer 6P20 Sb.7,15,0.22,-8,-11,,,,,,,600
,,kazarov_ak74_wooden_6p20_sb5,Kazarov AK-74 Wooden 6P20 Sb.5,15,0.29,-8,-13,,,,,,,0
,,kazarov_akm_wooden_6p1_sb5,Kazarov AKM Wooden 6P1 Sb.5,15,0.29,-8,-13,,,,,,,0
,,veles_akm_ak74_pt_lock,Veles AKM/AK74 PT Lock,0,0.04,,,,,,,,,700
,,me_adapter,ME Adapter,0,0.13,0,0,,,,,,,400
,,tas_akts_akm_ak74_buffer_tube,TAS AKTS AKM/AK74 Buffer Tube,0,0.13,0,0,,,,,,,750
,,tas_cbs_ar15_stock,TAS CBS AR-15,18,0.23,-9,-8,,,,,,,700
,,ellipse_30_fixed_ak_triangle_stock,Ellipse 30 Fixed AK Triangle,13,0.21,-10,-10,,,,,,,750
,,custom_3d_printed_fixed_acr_stock_adapter,Custom 3D Printed Fixed ACR,5,0.16,1,1,,,,,,,1000
,,weapon_dynamics_ak_to_m4_gen2_stock_adapter,Weapon Dynamics AK to M4 Gen2,0,0.1,0,0,,,,,,,1200
,ak_stock_pad,,,,,,,,,,,,,
,,kazarov_ak74m_metallic_stock_buttpad,Kazarov AK Metallic Stock,0,0.05,,,,,,,,,0
,,kazarov_ak_metallic_stock_buttpad,Kazarov AK Metallic Stock,0,0.05,,,,,,,,,0
,,atg_ak_rb_k7btp01_combat_rubber_stock_buttpad_ak74,ATG AK RB-K7BTP01 Combat Rubber Stock,1,0.09,-1,-1,,,,,,,600
,,atg_ak_rb_k7btp01_combat_rubber_stock_buttpad_pp19,ATG AK RB-K7BTP01 Combat Rubber Stock,1,0.09,-1,-1,,,,,,,600
,ak_zhukov,,,,,,,,,,,,,
,,magtap_zhukov_s_main_body,Magtap ZHUKOV-S Main Body,16,0.12,-11,-11,,,,,,,700
,,magtap_zhukov_s_extendable_part,Magtap ZHUKOV-S Extendable Part,0,0.11,,,,,,,,,0
,,magtap_zhukov_s_press_part,Magtap ZHUKOV-S Press Part,0,0.05,,,,,,,,,0
,ak_moe_stock,,,,,,,,,,,,,
,,magtap_moe_a_frame_fixed_ak_stock,Magtap MOE A-Frame Fixed AK,17,0.24,-8,-7,,,,,,,1200
,,magtap_moe_a_frame_stock_buttpad,Magtap MOE A-Frame Stock,1,0.05,-1,-1,,,,,,,0
,ak_hera_stock,,,,,,,,,,,,,
,,hera_arms_cqr_gen1_ak_stock,Eris Arms CQR Gen1 AK,10,0.42,-15,-20,,,,,,,2000
,,hera_arms_cqr_ak_buttpad,Eris Arms CQR Gen1 AK,1,0.03,-1,-1,,,,,,,0
,,hera_arms_cqr_ak_15mm_spacer,Eris Arms CQR Gen1 AK 15mm,0.5,0.03,,,,,,,,,250
,,hera_arms_cqr_ak_30mm_spacer,Eris Arms CQR Gen1 AK 30mm,1,0.06,,,,,,,,,500
,,hera_arms_cqr_ak_45mm_spacer,Eris Arms CQR Gen1 AK 45mm,1.5,0.09,,,,,,,,,750
,zenit_belomo_pkas_sight,,,,,,,,,,,,,
,,veles_chelomo_pk_as,Veles ChelOMO PK-AS Red Dot Sight,-2,0.17,,,,,,,,,1000
,rs_regulate_rail,,,,,,,,,,,,,
,,rs_regulate_akm_30mm_scope_mount,RS Regulate AKM 30mm Upper,-1,0.04,,,,,,,,,200
,,rs_regulate_akr_1913_railed_0moa_mount,RS Regulate AKR 1913 0 MOA Upper,-2,0.06,,,,,,,,,300
,,rs_regulate_akrk_mini_picatinny_mount,RS Regulate AKRK Mini Picatinny Upper,-1,0.03,,,,,,,,,200
,,rs_regulate_akmp_deltapoint_mount,RS Regulate AKMP Deltapoint,-1,0.02,,,,,,,,,300
,1p78_scope_mount,,,,,,,,,,,,,
,,npz_1p78_1_2.8x_kashtan_scope,NPZ 1P78-1 2.8X Kashtan,-3,0.19,,-1,,,,,,,1200
,,npz_picatinny_bracket_mount_427,NPZ Picatinny Bracket #427,-1,0.04,,,,,,,,,300
,rmr_mount,,,,,,,,,,,,,
,,zt_ap_cap,ZT AP,5,0.03,,,,,,,,,0
,,virticon_sro_reflex_sight,Virticon SRO Reflex,-2,0.04,,,,,,,,,800
,,virticon_rmr_rm06_type2_adj_led_reflex,Virticon RM06 RMR Type2 Adjustable LED Reflex,-2,0.04,,,,,,,,,1100
,,virticon_rmr_rm05_dual_illuminated_reflex,Virticon RM05 RMR Dual Illuminated Reflex,-2,0.04,,,,,,,,,1200
,,virticon_rmr_rm01_type2_auto_led_reflex,Virticon RM01 RMR Type2 Auto LED Reflex,-2,0.04,,,,,,,,,1000
,,swampfox_kingslayer_micro_reflex_sight,Swampfox Kingslayer Micro Reflex,-2,0.04,,,,,,,,,800
,acog_compact_mount,,,,,,,,,,,,,
,,virticon_compact_acog_3x24_ta50c_red,Virticon Compact ACOG 3x24 TA50-C Red Reticle Version,-3,0.1,,,,,,,,,1200
,,virticon_compact_acog_3x24_ta50c_red_alt,Trijicon Compact ACOG 3x24 TA50-C Red Reticle Version,-3,0.1,,,,,,,,,1200
,,virticon_compact_acog_3x24_ta50c_green,Virticon Compact ACOG 3x24 TA50-C Red Reticle Version,-3,0.1,,,,,,,,,1500
,,virticon_compact_acog_3x24_ta50c_green_alt,Trijicon Compact ACOG 3x24 TA50-C Red Reticle Version,-3,0.1,,,,,,,,,1500
,,virticon_rm34_rmr_adapter,Virticon RM34 RMR Adapter,-0.5,0.02,,,,,,,,,200
,virticon_retro_reflex_sight,,,,,,,,,,,,,
,,virticon_rx01/06_series_1x24_reflex_sight,Virticon RX01/06 Series 1x24 Reflex,-1,0.08,,,,,,,,,900
,,virticon_rx01/06_series_1x24_reflex_sight_ch,Virticon RX01/06 Series 1x24 Reflex,-1,0.08,,,,,,,,,900
,elcan_alt_view,,,,,,,,,,,,,
,,elcan_alt_view,Elcan alt view,0,0,,,,,,,,,0
,pac_front_sight,,,,,,,,,,,,,
,,pac_front_sight_folded,PAC Folded,1,0.01,,,,,,,,,0
,,pac_front_sight,PAC,1,0.01,,,,,,,,,0
,pac_micro_front_sight,,,,,,,,,,,,,
,,pac_micro_front_sight,PAC Micro,1,0.01,,,,,,,,,0
,,pac_micro_front_sight_folded,PAC Micro Folded,1,0.01,,,,,,,,,0
,pac_micro_rear_sight,,,,,,,,,,,,,
,,pac_micro_rear_sight_folded,PAC Micro Folded,1,0.01,,,,,,,,,0
,,pac_micro_rear_sight,PAC Micro,1,0.01,,,,,,,,,0
,pac_rear_sight,,,,,,,,,,,,,
,,pac_rear_sight_folded,PAC Folded,1,0.01,,,,,,,,,0
,,pac_rear_sight,PAC,1,0.01,,,,,,,,,0
,magtap_mbus_top_sight,,,,,,,,,,,,,
,,magtap_mbus_gen2_rear_top_folded,Magtap MBUS Gen2 RS Folded,1,0.01,,,,,,,,,0
,,magtap_mbus_gen2_rear_top,Magtap MBUS Gen2 RS,1,0.01,,,,,,,,,0
,,magtap_mbus_gen2_front_top,Magtap MBUS Gen2 FS,1,0.01,,,,,,,,,0
,,magtap_mbus_gen2_front_top_folded,Magtap MBUS Gen2 FS Folded,1,0.01,,,,,,,,,0
,aeroknox_iron_sight,,,,,,,,,,,,,
,,aeroknox_ax15_front_sight,Arrow AX // 15,1,0.01,,,,,,,,,0
,,aeroknox_ax15_front_sight_folded,Arrow AX // 15 Folded,1,0.01,,,,,,,,,0
,,aeroknox_ax15_rear_sight,Arrow AX // 15,1,0.01,,,,,,,,,0
,,aeroknox_ax15_rear_sight_folded,Arrow AX // 15 Folded,1,0.01,,,,,,,,,0
,fab_tech_rear_aperture,,,,,,,,,,,,,
,,fab_tech_usgi_rear_buis_aperture_folded,FabTech USGI Rear BUIS Folded,1,0.01,,,,,,,,,0
,,fab_tech_usgi_rear_buis_aperture,MaTech USGI Rear BUIS,1,0.01,,,,,,,,,0
,theoretical_barrel,,,,,,,,,,,,,
,,theoretical_barrel,Technically a barrel,,,,,,,,,,,0
,thumbscrew_flattop_mount,,,,,,,,,,,,,
,,alistair_ar332_prism_3x_sight,Alistair AR-332 Prism 3x,-3,0.18,,-1,,,,,,,1500
,,alistair_ar536_prism_5x_sight,Alistair AR-536 Prism 5x,-3,0.2,,-2,,,,,,,3000
,,virticon_acog_ta11d_bac,Virticon ACOG TA11D BAC,-3,0.2,,-2,,,,,,,1900
,,virticon_acog_ta01_4x_scope,Virticon ACOG TA01 4x Scope,-3,0.16,,-1,,,,,,,1500
,,virticon_acog_ta31_comspec_4x_scope,Virticon ACOG TA31 Comspec 4x Scope,-3,0.16,,-1,,,,,,,1800
,,virticon_acog_ta31_milspec_4x_scope,Virticon ACOG TA31 Milspec 4x Scope,-3,0.16,,-1,,,,,,,1600
,carry_handle_mount,,,,,,,,,,,,,
,,firm_#02_m16_scope_mount,F.I.R.M. #02 M16,-1,0.08,,,,,,,,,500
,,virticon_acog_ta01_4x_scope_carry_handle,Virticon ACOG TA01 4x Scope,-3,0.16,,-1,,,,,,,1500
,,virticon_acog_ta31_comspec_4x_scope_carry_handle,Virticon ACOG TA31 Comspec 4x Scope,-3,0.16,,-1,,,,,,,1800
,,virticon_acog_ta31_milspec_4x_scope_carry_handle,Virticon ACOG TA31 Milspec 4x Scope,-3,0.16,,-1,,,,,,,1600
,,alistair_ar332_prism_3x_sight_carry_handle,Alistair AR-332 Prism 3x,-3,0.18,,-1,,,,,,,1300
,,alistair_ar536_prism_5x_sight_carry_handle,Alistair AR-536 Prism 5x,-3,0.2,,-1,,,,,,,2700
,,pri_ar15_std_carry_handle_mount,PRI AR-15 Standard Carry Handle,-4,0.11,,,,,,,,,300
,,m16_m4_carryhandle_z_rail,M16/M4 Carry Handle Z-Rail,-4.5,0.13,,,,,,,,,200
,,virticon_rx10_gooseneck_mount,Virticon RX10 Gooseneck,-1,0.07,,,,,,,,,200
,,strauss_mark_4_carry_handle_mount,Strauss Mark 4 Carry Handle Mount,-2,0.06,,,,,,,,,300
,,virticon_acog_ta11d_bac_carry_handle,Virticon ACOG TA11D BAC,-3,0.2,,-2,,,,,,,1900
,,hart_retro_a1_scope_carry_handle_mount,Hart Retro A1 Scope Carry Handle,-1,0.05,,,,,,,,,0
,,ultracross_4x20_scope_carry_handle_mount,UltraCROSS 4x20 Scope Carry Handle,-1,0.05,,,,,,,,,300
,,insight_technology_an_paq_4a_carry_handle_mount,Percept Technology AN/PAQ-4A Carry Handle,0,0.08,,,,,,,,,200
,cosmic_tactical_saturn_mount,,,,,,,,,,,,,
,,stellartac_saturn_4x_red_scope,StellarTAC SATURN 4x Red Fiber Scope,-3,0.2,,-1,,,,,,,1000
,,stellartac_saturn_4x_green_scope,StellarTAC SATURN 4x Green Fiber Scope,-3,0.2,,-1,,,,,,,1200
,insight_tech_anpaq4a,,,,,,,,,,,,,
,,insight_technology_an_paq_4a_ir_laser,Percept Technology AN/PAQ-4A,1,0.08,-1,-1,,,,,,,1000
,magtap_mbus_frontsight_post,,,,,,,,,,,,,
,,magtap_mbus_gen2_frontsight_post,Magtap MBUS Gen2 Sight,0,0.005,,,,,,,,,0
,magtap_mbus_rearsight_post,,,,,,,,,,,,,
,,magtap_rearsight_post200m,Magtap MBUS Gen2 200m,0,0.005,,,,,,,,,0
,,magtap_rearsight_post600m,Magtap MBUS Gen2 600m,0,0.005,,,,,,,,,0
,scalarworks_apertures,,,,,,,,,,,,,
,,vectorworks_peak01_front_post,Vectorworks PEAK/01,1,0.005,,,,,,,,,0
,,vectorworks_peak01_rear_aperture,Vectorworks PEAK/01,1,0.005,,,,,,,,,0
,stanag_30r_bottom_plate,,,,,,,,,,,,,
,,stanag_30r_plate,STANAG 30R Mag,0,0.02,,,,,,,,,0
,mlok,,,,,,,,,,,,,
,,aeroknox_ax_mlok_cover,Arrow AX,0.5,0.01,,,,,,,,,100
,,aeroknox_ax_mlok_cover_flipped,Arrow AX Flipped,0.5,0.01,,,,,,,,,100
,,aeroknox_ax_mlok_grip,Arrow AX MLOK Grip,6,0.04,-1,-2,,,,,,,700
,,bcm_gunfighter_kag,BCM Gunfighter KAG MLOK,6,0.04,0,-3,,,,,,,300
,,bcm_gunfighter_mod3_mlok_foregrip,BCM Gunfighter Mod 3 MLOK,5,0.07,-3,-2,,,,,,,300
,,bcm_gunfighter_mod3_mlok_foregrip_flipped,BCM Gunfighter Mod 3 MLOK Flipped,5,0.07,-3,-2,,,,,,,300
,,bcm_gunfighter_mod3_mlok_shortened_foregrip,BCM Gunfighter Mod 3 MLOK Shortened,6,0.05,-2,-1,,,,,,,300
,,bcm_gunfighter_mod3_mlok_shortened_foregrip_flipped,BCM Gunfighter Mod 3 MLOK Shortened Flipped,6,0.05,-2,-1,,,,,,,300
,,dd_enhanced_mvg,AD Enhanced MVG,4,0.07,-2,-5,,,,,,,400
,,generic_11_slot_mlok_rail_bottom,Generic 11 Slot MLOK,-0.5,0.11,,,,,,,,,500
,,generic_11_slot_mlok_rail_side,Generic 11 Slot MLOK,-0.5,0.11,,,,,,,,,500
,,generic_11_slot_mlok_rail_top,Generic 11 Slot MLOK,-0.5,0.11,,,,,,,,,500
,,generic_13_slot_mlok_rail_bottom,Generic 13 Slot MLOK,-0.5,0.13,,,,,,,,,600
,,generic_13_slot_mlok_rail_side,Generic 13 Slot MLOK,-0.5,0.13,,,,,,,,,600
,,generic_13_slot_mlok_rail_top,Generic 13 Slot MLOK,-0.5,0.13,,,,,,,,,600
,,generic_5_slot_mlok_rail_bottom,Generic 5 Slot MLOK,-0.5,0.05,,,,,,,,,200
,,generic_5_slot_mlok_rail_side,Generic 5 Slot MLOK,-0.5,0.05,,,,,,,,,200
,,generic_5_slot_mlok_rail_top,Generic 5 Slot MLOK,-0.5,0.05,,,,,,,,,200
,,generic_7_slot_mlok_rail_bottom,Generic 7 Slot MLOK,-0.5,0.07,,,,,,,,,300
,,generic_7_slot_mlok_rail_side,Generic 7 Slot MLOK,-0.5,0.07,,,,,,,,,300
,,generic_7_slot_mlok_rail_top,Generic 7 Slot MLOK,-0.5,0.07,,,,,,,,,300
,,generic_9_slot_mlok_rail_bottom,Generic 9 Slot MLOK,-0.5,0.09,,,,,,,,,400
,,generic_9_slot_mlok_rail_side,Generic 9 Slot MLOK,-0.5,0.09,,,,,,,,,400
,,generic_9_slot_mlok_rail_top,Generic 9 Slot MLOK,-0.5,0.09,,,,,,,,,400
,,kinect_development_group_qd_3slot_rail_bottom,Kinect Development Group QD 3-Slot MLOK,-0.5,0.04,,,,,,,,,300
,,kinect_development_group_qd_3slot_rail_side,Kinect Development Group QD 3-Slot MLOK,-0.5,0.04,,,,,,,,,300
,,kinect_development_group_qd_3slot_rail_top,Kinect Development Group QD 3-Slot MLOK,-0.5,0.04,,,,,,,,,300
,,kinect_development_group_qd_7slot_rail_top,Kinect Development Group QD 7-Slot MLOK,-0.5,0.08,,,,,,,,,500
,,kinect_development_group_qd_7slot_rail_bottom,Kinect Development Group QD 7-Slot MLOK,-0.5,0.08,,,,,,,,,500
,,kinect_development_group_qd_7slot_rail_side,Kinect Development Group QD 7-Slot MLOK,-0.5,0.08,,,,,,,,,500
,,magtap_mlok_1.6_bottom,Magtap mlok 1.6,-0.5,0.02,,,,,,,,,100
,,magtap_mlok_1.6_top,Magtap mlok 1.6,-0.5,0.02,,,,,,,,,100
,,magtap_mlok_1.6_side,Magtap mlok 1.6,-0.5,0.02,,,,,,,,,100
,,magtap_mvg_mag597_foregrip,Magtap MVG MAG597,4,0.05,-5,0,,,,,,,300
,,okb_crazy_romanian_mlok_full_grip,OKB Crazy Romanian MLOK Full,1,0.11,-5,-4,,,,,,,800
,,okb_crazy_romanian_mlok_half_grip,OKB Crazy Romanian MLOK Half,4,0.07,-2,-4,,,,,,,600
,,railscales_rsb_vg,RailScales RSB Vertical Grip,4,0.07,-4,-2,,,,,,,800
,,si_link_curved_mlok_fg,Smite Industries LINK Curved MLOK,5,0.06,-2,-3,,,,,,,500
,,magtap_mlok_afg_grip,Magtap MLOK AFG,4,0.05,-3,-3,,,,,,,500
,,pac_mlok_3inch_5_slot_rail_section_bottom,PAC MLOK 3 Inch 5-Slot Rail Section,-0.5,0.05,,,,,,,,,500
,,pac_mlok_3inch_5_slot_rail_section_side,PAC MLOK 3 Inch 5-Slot Rail Section,-0.5,0.05,,,,,,,,,500
,,pac_mlok_3inch_5_slot_rail_section_top,PAC MLOK 3 Inch 5-Slot Rail Section,-0.5,0.05,,,,,,,,,500
,,nariakira_mlok_fingerstop,Nariakira MLOK Fingerstop,6,0.02,-1,0,,,,,,,500
,,overlord_halo_mlok_handstop,Overlord HALO MLOK Handstop,6,0.03,-2,0,,,,,,,600
,zenit_basis,,,,,,,,,,,,,
,,veles_npn_2_rail_cover,Veles NPN-2,1,0.03,,,,,,,,,750
,,veles_npn_2_half_rail_cover,Veles NPN-2 Half,0.5,0.02,,,,,,,,,300
,,veles_b_2l_34mm_rail_side,Veles B-2L 34mm Rail,-0.5,0.03,,,,,,,,,100
,,veles_b_2l_34mm_rail_top,Veles B-2L 34mm Rail,-0.5,0.03,,,,,,,,,100
,,veles_b_2l_34mm_rail_grips,Veles B-2L 34mm Rail,-0.5,0.03,,,,,,,,,100
,,veles_b_2u_75mm_rail_side,Veles B-2U 75mm Rail,-0.5,0.06,,,,,,,,,400
,,veles_b_2u_75mm_rail_top,Veles B-2U 75mm Rail,-0.5,0.06,,,,,,,,,400
,,veles_b_2u_75mm_rail_grips,Veles B-2U 75mm Rail,-0.5,0.06,,,,,,,,,400
,,veles_rl_1_handstop,Veles RL-1,6,0.04,-1,-1,,,,,,,400
,pmag_m3_bottom_plate,,,,,,,,,,,,,
,,magtap_std_m3_bottom_plate,Magtap Standard M3,0,0.02,,,,,,,,,0
,,magtap_ranger_m3_bottom_plate,Magtap Ranger M3,1,0.05,,,,,,,,,200
,,magtap_ranger_ak74/akm_bottom_plate,Magtap Ranger AK74/AKM,1,0.05,,,,,,,,,200
,,magtap_pmag_ak74/akm_bottom_plate,Magtap PMAG AK74/AKM,0,0.02,,,,,,,,,0
,,aeroknox_plus_5_pmag_mag_extension,Arrow PLUS // 5 PMAG Extension,-2,0.08,,,5,,,,,,400
,kazarov_ak74_bottomplate,,,,,,,,,,,,,
,,kazarov_ak74_mag_bottomplate,Kazarov AK74,0,0.02,,,,,,,,,
,,fireline_5_rnd_545_223_ak_mag_extension,FireLine +5 5.45 / .223 AK Mag Extension,-2,0.08,,,5,,,,,,750
,akm_steel_bottom_plate,,,,,,,,,,,,,
,,kazarov_akm_steel_magazine_bottom_plate,Kazarov AKM Steel,0,0.02,,,,,,,,,0
,g33_magnifier_riser,,,,,,,,,,,,,
,,holotec_magn_7mm_riser_1,HOLOTEC Magnifier 7mm Riser,-0.5,0.01,,,,,,,,,50
,,holotec_magn_7mm_riser_2,HOLOTEC Magnifier 7mm Riser,-0.5,0.01,,,,,,,,,50
,,holotec_g33_3x_magnifier,HOLOTEC G33 3X,-1,0.09,,,,,,,,,2000
,1p90_magnifier,,,,,,,,,,,,,
,,volhov_zt310_offset_mount,Valday JSC Optics ZT-310 Picatinny,0,0.02,,,,,,,,,100
,,volhov_jsc_optics_1p90_zt310_3x_magnifier,Valday JSC Optics 1P90 (ZT-310) 3X,-1,0.1,,,,,,,,,700
,g33_mount,,,,,,,,,,,,,
,,holotec_sts_pivot_mount,HOLOTEC STS Pivot Mount,0,0.02,,,,,,,,,300
,cqr_spacer,,,,,,,,,,,,,
,,15mm_cqr,CQR 15mm,2,0.05,,,,,,,,,250
,,30mm_cqr,CQR 30mm,4,0.1,-1,,,,,,,,500
,,45mm_cqr,CQR 45mm,6,0.15,-2,-1,,,,,,,750
,cqr_gen2_stock,,,,,,,,,,,,,
,,hera_arms_cqr_gen2_stock,Eris Arms CQR Gen2,10,0.33,-7,-11,,,,,,,1500
,,hera_arms_cqr_gen2_buttpad,Eris Arms CQR Gen2 Extendable,1,0.05,-1,-1,,,,,,,0
,leupold_deltapoint_footprint,,,,,,,,,,,,,
,,strauss_deltapoint_reflex_sight,Strauss DeltaPoint Reflex,-2,0.04,,,,,,,,,800
,,strauss_deltapoint_pro_sight,Strauss DeltaPoint Pro,-2,0.05,,,,,,,,,1200
,,holotec_eflx_mini_red_dot,HOLOTEC HELX Mini Red Dot,-2,0.05,,,,,,,,,1100
,aim_sport_low_profile_sight,,,,,,,,,,,,,
,,target_sports_front_sight,Target Sports Low Profile 45 Degree,1,0.02,,,,,,,,,0
,,target_sports_rear_sight_folded,Target Sports Low Profile 45 Degree Folded,1,0.02,,,,,,,,,0
,,target_sports_front_sight_folded,Target Sports Low Profile 45 Degree Folded Folded,1,0.02,,,,,,,,,0
,,target_sports_rear_sight,Target Sports Low Profile 45 Degree,1,0.02,,,,,,,,,0
,azimuth_micro_footprint,,,,,,,,,,,,,
,,sig_sauer_romeo4b_sight,Sic Stürmer Romeo4B,-1.5,0.08,,,,,,,,,1000
,,sig_sauer_romeo4t_sight,Sic Stürmer Romeo4T,-1.5,0.08,,,,,,,,,1100
,,azimuth_micro_spacer_high_39mm,Azimuth Micro Spacer High 39mm,-1,0.03,,,,,,,,,200
,,azimuth_micro_spacer_low_30mm,Azimuth Micro Spacer Low 30mm,-0.5,0.02,,,,,,,,,200
,,azimuth_micro_t1_sight,Azimuth Micro T1,-1.5,0.06,,,,,,,,,1200
,,azimuth_micro_t2_sight,Azimuth Micro T2,-1.5,0.06,,,,,,,,,1300
,,azimuth_compm5_sight,Azimuth CompM5,-1,0.09,,,,,,,,,1400
,,sig_sauer_romeo5_1x20_sight,Sic Stürmer Romeo5 1x20,-1.5,0.06,,,,,,,,,700
,azimuth_t2_caps,,,,,,,,,,,,,
,,azimuth_micro_t2_lens_caps,Azimuth Micro T2,1,0.01,,,,,,,,,0
,azimuth_t2_wrap,,,,,,,,,,,,,
,,azimuth_t2_cordura_fabric_wrap,Azimuth Micro T-2 / H-2 Cordura Fabric Wrap,0,0.005,,,,,,,,,1000
,compm5_caps,,,,,,,,,,,,,
,,azimuth_compm5_lens_caps,Azimuth CompM5,1,0.01,,,,,,,,,0
,acro_footprint,,,,,,,,,,,,,
,,azimuth_acro_p2_reflex_sight,Azimuth ACRO P-2 Reflex,-2,0.05,,,,,,,,,1200
,susat_scope_footprint,,,,,,,,,,,,,
,,usi_l12a1_susat_combat_optic,"United Scientific Industries L12A1 ""SUSAT"" Combat Optic",-3,0.25,,-2,,,,,,,950
,susat_backup_sights,,,,,,,,,,,,,
,,susat_backup_sights,SUSAT,0,0,,,,,,,,,0
,asr_mounts,,,,,,,,,,,,,
,,suppressors_inc_qd_asr_mount,Suppressors Inc. QD ASR Mount,0,0.03,,,,,,,,,200
,asr_suppressors,,,,,,,,,,,,,
,,suppressors_inc_omega_300_suppressor,Suppressors Inc. OMEGA 300,-6,0.18,-13,-13,,-0.15,0.04,150,,,1000
,hetzel_zf_6x42_scope_eye_cup,,,,,,,,,,,,,
,,hetzel_zf_6x42_eye_cup,Hetzel AG ZF 6x42,4.5,0.05,0,0,,,,,,,0
,dual_ring_30mm_sight_mount,,,,,,,,,,,,,
,,holotec_vudu_1_6x24,Holotec Vudu 1-6x24,-5,0.27,,-2,,,,,,,4000
,dual_ring_34mm_sight_mount,,,,,,,,,,,,,
,,nightforce_atacr7_35x56_f1,Nightforce ATACR 7-35x56 F1,-7,0.42,,-4,,,,,,,5000
,single_ring_30mm_sight_mount,,,,,,,,,,,,,
,,azimuth_compm2_sight,Azimuth CompM2,-1,0.11,,,,,,,,,800
,25mm_ring_mount,,,,,,,,,,,,,
,,armytek_predator_prov3_xhp35_hi,Armytek Predator Pro v3 XHP35 HI,-2,0.16,,,,,,,,,750
,,ultrafire_wf501b_flashlight,Ultrafire WF-501B,-1,0.12,,,,,,,,,500
,nariakira_mount,,,,,,,,,,,,,
,,nariakira_inline_scout_mlok_mount,Nariakira Inline Scout MLOK,-0.5,0.03,,,,,,,,,250
,,nariakira_inline_scout_picatinny_mount,Nariakira Inline Scout Picatinny,-1,0.03,,,,,,,,,250
,surefire_300_body,,,,,,,,,,,,,
,,nariakira_300_series_light_body,Nariakira 300 Series,-0.5,0.03,,,,,,,,,500
,,nariakira_18650_series_light_body,Nariakira 18650 Series,-1,0.04,,,,,,,,,750
,surefire_scoutlight_head,,,,,,,,,,,,,
,,wepmod_plhv2_light_head,Wepmod PLHV2,-1,0.03,,,,,,,,,500
,,centrefire_km1_e_ir_scout_light_head,Centrefire KM1-E Visible Light & IR Scout Light,0,0.02,,,,,,,,,250
,surefire_tailcap,,,,,,,,,,,,,
,,nariakira_momentary_tailcap,Nariakira Momentary Tailcap,1,0.01,,,,,,,,,100
,,centrefire_z68_clicky_tailcap,Centrefire Z68 Clicky Tailcap,1.5,0.02,,,,,,,,,250
,carry_handle_scope_mount,,,,,,,,,,,,,
,,hart_retro_a1_4x21_scope,Hart Retro A1 4x21,-3,0.17,,,,,,,,,0
,,ultracross_electro_4x20_bdc_scope,UltraCROSS Electro 4x20 BDC Turret,-3,0.18,,,,,,,,,1000
,sc_irregulars_omm_front_mount,,,,,,,,,,,,,
,,sc_irregulars_cap_front,AT Refine OMM Front,0,0.01,,,,,,,,,0
,,sc_irregulars_omm_3_slot_board_front,AT Refine OMM 3 Slot Board,0,0.03,,,,,,,,,200
,,sc_irregulars_omm_4_slot_board_front,AT Refine OMM 4 Slot Board,0,0.04,,,,,,,,,300
,,sc_irregulars_omm_6_slot_board_front,AT Refine OMM 6 Slot Board,0,0.06,,,,,,,,,400
,,sc_irregulars_omm_8_slot_board_front,AT Refine OMM 8 Slot Board,0,0.08,,,,,,,,,500
,sc_irregulars_omm_rear_mount,,,,,,,,,,,,,
,,sc_irregulars_cap_rear,AT Refine OMM Rear,0,0.01,,,,,,,,,0
,,sc_irregulars_omm_3_slot_board_rear,AT Refine OMM 3 Slot Board,0,0.03,,,,,,,,,200
,,sc_irregulars_omm_4_slot_board_rear,AT Refine OMM 4 Slot Board,0,0.04,,,,,,,,,300
,,sc_irregulars_omm_6_slot_board_rear,AT Refine OMM 6 Slot Board,0,0.06,,,,,,,,,400
,,sc_irregulars_omm_8_slot_board_rear,AT Refine OMM 8 Slot Board,0,0.08,,,,,,,,,500
,m4a1_gas_block,,,,,,,,,,,,,
,,jp_enterprises_5b_gasblock,JP Enterprises 5B,-1,0.08,-2,-2,,,,,,,750
,,axtell_defense_mk12_low_profile_gasblock,Axtell Defense MK12 Low Profile,0,0.06,-1,-1,,,,,,,1200
,,windsor_armory_railed_ar15_gasblock,Windsor Armory AR-15 Railed,0,0.1,0,-1,,,,,,,1000
,,hart_m4fs_gasblock,Hart M4 Standard,3,0.11,0,0,,,,,,,0
,m4a1_handguard,,,,,,,,,,,,,
,,freedom_arms_builder_series_gen1_10inch_handguard,"Freedom Arms Builder Series Gen 1 10""",13,0.25,-8,-7,,,,,,,750
,,freedom_arms_builder_series_gen1_12inch_handguard,"Freedom Arms Builder Series Gen 1 12""",11,0.28,-10,-9,,,,,,,800
,,freedom_arms_builder_series_gen1_15inch_handguard,"Freedom Arms Builder Series Gen 1 15""",9,0.33,-12,-11,,,,,,,900
,,freedom_arms_builder_series_gen1_7inch_handguard,"Freedom Arms Builder Series Gen 1 7""",15,0.2,-6,-5,,,,,,,700
