name,pretty_name
kazarov_pp-19-01_238mm_9x19_barrel,Kazarov PP-19-01 Vityaz 238mm 9x19
kazarov_saiga_9_345mm_9x19_barrel,Kazarov Saiga-9 345mm 9x19
kazarov_pp-19-01_vityaz_front_sight_block,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_front_trunnion,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_lower_receiver,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_fire_selector,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_trigger,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_trigger_guard,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_mag_release,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_magwell,Kazarov PP-19-01 Vityaz
kazarov_aks74_rear_trunnion,Kazarov AKS-74
kazarov_aks74_stock_lock,Kazarov AKS-74U
kazarov_pp-19-01_vityaz_spring,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_spring_retainer,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_9x19_bolt_carrier,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_bolt_piston,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_std_dust_cover,Kazarov PP-19-01 Vityaz Standard
kazarov_pp-19-01_vityaz_sn_picatinny_dust_cover,Kazarov PP-19-01 Vityaz-SN Picatinny
kazarov_pp-19-01_vityaz_gastube,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_rear_sight_block,Kazarov PP-19-01 Vityaz
kazarov_pp-19-01_vityaz_rear_sight,Kazarov PP-19-01 Vityaz
tb_mount_223_mb,BPAC 223CB
troy_claymore556,Glenn & Harris Claymore 5.56x45
onyx_adapter,Onyx One
adw_adapter,Axtell Defence Wave MB
strelets_st_6012,Strelets ST-6012 5.56x45
kaleva_corvette_556,Kaleva Corvette 5.56x45
annihilator_556,Annihilator 5.56
zetac_cqbm_suppressor,ZETAC Cqbm 5.56x45
zetac_cqb_suppressor,ZETAC Cqb 5.56x45
ss_combo_mount,Spike's Tactical Combo
jt_5.5inch_flashsuppressor,"JT 5.5"" Flash Suppressor"
jg_usgi_a2_birdcage_m4a1_flash_hider,JG Standard birdcage M4A1
centrefire_warcomp_5.56x45_flash_hider,Centrefire WarComp 5.56x45
pac_qdc_m4qd_5.56x56_flash_suppressor,PAC QDC M4QD 5.56x45
ips_5.56x45_1inch_barrel_extension,"IPS 1"" 5.56x45"
ips_5.56x45_2inch_barrel_extension,"IPS 2"" 5.56x45"
ips_5.56x45_4inch_barrel_extension,"IPS 4"" 5.56x45"
ips_1_2x28_to_5_8x24_knurled_thread_adapter,IPS 1/2x28 to 5/8x24 Knurled
centrefire_socom556_sfmb_muzzle_brake,Centrefire SOCOM 5.56 SFMB
centrefire_warden_blast_regulator,Centrefire Warden Fast-Attach
pac_qdc_3prong_flash_5.56x45_eliminator,PAC QDC 3-Prong 5.56x45
aeroknox_ae01_muzzle_brake,Arrow AE // 01 AR-15
smite_industries_jcomp_gen2_5.56x45_muzzle_brake,Smite Industries JCOMP Gen2 5.56x45
hart_607_car15_3.5inch_flash_moderator,"Hart 607 CAR-15 3.5"" Flash Moderator"
ewc_5.56x45_blackout_18_tooth_flash_hider,EWC 5.56x45 Blackout 18-Teeth
mp5_nowa_style_muzzle_brake_th,MPi-54 Nowa Style
alphadog_alpha9_flipped,Alpha Dog Alpha 9 9x19 Flipped
alphadog_alpha9,Alpha Dog Alpha 9 9x19
kazarov_pp-19-01_vityaz_9x19_suppressor,Kazarov PP-19-01 Vityaz 9x19
kazarov_pp-19-01_vityaz_std_muzzle_brake_compensator,Kazarov PP-19-01 Vityaz Std.
sig_srd9_9x19,SIC SRD 9 9x19mm
9x19_rotor43_8chamber_pf940_suppressor,Rotor 43 8 Chambered 9x19 PF940
9x19_naughty_9,Naughty-9
whitner_defense_9x19_thread_protector,Whitner Defense 9x19
9x19_thread_protector,Generic 9x19
suppressors_inc_osprey9_gen1_9x19_suppressor,Suppressors Inc. Osprey 9 Gen 1 9x19
suppressors_inc_osprey9_gen1_9x19_suppressor_flipped,Suppressors Inc. Osprey 9 Gen 1 9x19 Flipped
vyctor_vc9_9x19_compensator,VYCTOR VC-9 9x19
ips_9x19_1inch_barrel_extension,"IPS 1"" 9x19"
resiliant_suppressors_obsidian_9_9x19_piston,Resiliant Suppressors Obsidian9 9x19 Piston
resiliant_suppressors_obsidian_9_3lug_piston,Resiliant Suppressors Obsidian9 3-Lug Piston
resiliant_suppressors_obsidian_9_body,Resiliant Suppressors Obsidian9 9x19 Body
resiliant_suppressors_obsidian_9_extension,Resiliant Suppressors Obsidian9 9x19 Extension
resiliant_suppressors_obsidian_9_cap,Resiliant Suppressors Obsidian9 9x19 Cap
kazarov_akm_6p1_0_14_compensator,Kazarov AKM 6P1 0-14
izmash_akml_flash_hider,Kazarov AKML System
tsniitochmash_pbs_1_7.62x39_suppressor,TSNIITochMash PBS-1 7.62x39
cnc_warrior_m14x1lh_to_5_8x24rh_muzzle_thread_adapter,CNC Arms M14x1LH to 5/8x24RH Thread
lantac_dgnak47b_7.62x39_muzzle_brake,PGTac DGNAK47B 7.62x39
smite_industries_jcomp_gen2_7.62x39_muzzle_brake,Smite Industries JCOMP Gen2 7.62x39
alr_rifleworks_sr47_single_port_muzzle_brake,ALR Rifleworks SR47 Single Port
alr_rifleworks_sr47_dual_port_muzzle_brake,ALR Rifleworks SR47 Dual Port
jmac_laf_14_1lh_muzzle_brake,JMAC Customs LAF 14-1LH
veles_dtk_1l_muzzle_brake,Veles DTK-1L
ak12_std_muzzle_device,Kazarov Group AK-12 Std.
kazarov_group_6ch60_ak12_suppressor,Kazarov Group 6Ch60 AK-12
fireline_bayonet_thread_adapter_for_ak12,Fireline AK-12 Bayonet
kazarov_group_ak12k_5.45x39_flash_hider,Kazarov Group AK-12K 5.45x39
tubewerx_m15x1rh_to_5_8x24_thread_adapter,Tubewerx M15x1RH to 5/8x24 Thread
hk_bird_cage_flash_hider_m15x1rh,Bird Cage Style M15x1RH 7.62x51 NATO
ak308_7.62x51_muzzle_brake,Kazarov Group AK-308
tiger_rock_ar10_7.62x51_barrett_style_muzzle_brake_with_jam_nut,Panther Rock AR-10 .308 Barrett Style Muzzle Brake with Jam Nut
rsa_3prong_trident_7.62x51_flash_hider,RSA 3-Prong Trident 7.62x51
fn_fal_7.62x51_belgian_flash_hider,RSA SA-58 Belgian Style 7.62x51
fn_fal_austrian_7.62x51_stg58_flash_hider,RSA SA-58 Austrian STG58 7.62x51
rsa_warz_series_7.62x51_flash_hider,RSA WarZ Series 7.62x51
sig_srd762ti_suppressor,SRD762Ti
spiderweb_bpr_suppressor_system_bpr_1425,Spiderweb BPR System BPR-1425
aft17_7.62x51_3prong_european_flash_hider,AF Tournai Mk17 .308 3-Prong European
ewc_scar_sd_blackout_51_tooth_flashhider_supp_mount,EWC AFT-SD Blackout 51-Tooth Flash Hider
suppressors_inc_osprey45_gen1_45acp_suppressor_7.62x51_piston,Suppressors Inc. Osprey 45 Gen 1 .45ACP w/ 7.62x51 Piston
suppressors_inc_osprey45_gen1_45acp_suppressor_7.62x51_piston_flipped,Suppressors Inc. Osprey 45 Gen 1 .45ACP w/ 7.62x51 Piston Flipped
lantac_dgn762b_asr_muzzle_brake,PGTac DGN762B-ASR
ips_7.62x51_1inch_barrel_extension,"IPS 1"" 7.62x51"
ips_7.62x51_2inch_barrel_extension,"IPS 2"" 7.62x51"
ips_7.62x51_4inch_barrel_extension,"IPS 4"" 7.62x51"
centrefire_socom762_sfmb_muzzle_brake,Centrefire SOCOM 7.62 SFMB
odin_works_tiduro_thread_adapter_module,Odin Works Tiduro Thread Adapter Module
odin_works_tiduro_.338_modular_no_baffle_suppressor,Odin Works Tiduro .338 Modular No Baffle
odin_works_tiduro_.338_modular_3_baffle_suppressor,Odin Works Tiduro .338 Modular 3 Baffle
odin_works_tiduro_.338_modular_5_baffle_suppressor,Odin Works Tiduro .338 Modular 5 Baffle
smite_industries_jcomp_gen2_7.62x51_muzzle_brake,Smite Industries JCOMP Gen2 7.62x51
odin_works_tiduro_modular_compensator,Odin Works Tiduro Modular
direct_thread_adapter_omega45k,.45ACP Direct thread adapter for Omega 45K suppressor
suppressors_inc_osprey45_gen1_45acp_suppressor,Suppressors Inc. Osprey 45 Gen 1 .45ACP
suppressors_inc_osprey45_gen1_45acp_suppressor_flipped,Suppressors Inc. Osprey 45 Gen 1 .45ACP Flipped
sanxian_qbz95_factory_type1_bird_cage_flash_hider,Sanxian QBZ-95 Factory Type 1 Bird Cage
sanxian_qbz95_factory_type2_bird_cage_flash_hider,Sanxian QBZ-95 Factory Type 2 Bird Cage
sanxian_qbz95_5.8x42mm_suppressor,Sanxian QBZ-95 5.8x42mm
sa58_type1_upper_receiver,RSA SA-58 Type 1
sa58_type1_upper_receiver_with_carry_handle,RSA SA-58 Type 1 (w/ Carry Handle Mount)
rsa_sa58_7.62x51_bolt,RSA SA-58 7.62x51
fn_fal_long_carry_handle,RSA SA-58 Long
sa58_stg58_carry_handle,STG58
sa58_std_charging_handle,RSA SA-58
fn_fal_std_dust_cover,RSA SA-58 Std.
rsa_extreme_duty_extended_dust_cover,RSA Extreme Duty Extended Rail
sa58_std_fire_selector,RSA SA-58
rsa_sa58_metric_para_folding_stock,RSA SA-58 Metric Para Folding
rsa_metric_para_buffer_tube_adapter,RSA Para Metric Buffer Tube
rsa_sa58_folding_spr_para_stock_body,RSA SA58 Folding Para SPR
rsa_sa58_folding_spr_para_stock_extendable_part,RSA SA58 Folding Para SPR
rsa_sa58_folding_spr_para_stock_buttpad_mount,RSA SA58 Folding Para SPR
rsa_sa58_folding_spr_para_stock_cheek_riser,RSA SA58 Folding Para SPR
rsa_sa58_folding_spr_para_stock_buttpad,RSA SA58 Folding Para SPR
fnb_precision_fal_duplex_front_sight,F&B Precision FAL Duplex
rsa_metric_front_sight_size4,RSA Metric Size 4
rsa_metric_front_sight_size2,RSA Metric Size 2
rsa_metric_front_sight_size3,RSA Metric Size 3
rsa_metric_front_sight_size1,RSA Metric Size 1
fnb_precision_fal_crosshair_front_sight,F&B Precision FAL Crosshair
sa58_std_grip,RSA SA-58 Standard
protac_ergonomic_ag_fal_pistol_grip,PRO Tactical Ergonomic AG-FAL
rsa_sa58_belgian_style_full_length_handguard,RSA SA-58 Belgian Style Full Length
rsa_sa58_wood_full_length_handguard,SA-58 Wood Full Length
rsa_sa58_belgian_style_mid_length_handguard,RSA SA-58 Belgian Style Mid Length
target_sports_universal_11.3inch_mlok_hg_lower,"Target Sports Universal MLOK 11.3"""
rsa_metric_short_quadrail_handguard,RSA Metric Short Quad Rail
rsa_sa58_metric_mlok_full_length_bottom_handguard,RSA SA58 Metric MLOK Full Length
rsa_sa58_metric_mlok_full_length_top_handguard,RSA SA58 Metric MLOK Full Length Picatinny
rsa_sa58_metric_mlok_mid_length_bottom_handguard,RSA SA58 Metric MLOK Mid Length
rsa_sa58_metric_mlok_mid_length_top_handguard,RSA SA58 Metric MLOK Mid Length Picatinny
rsa_sa58_metric_mlok_pistol_length_bottom_handguard,RSA SA58 Metric MLOK Pistol Length
rsa_sa58_metric_mlok_pistol_length_top_handguard,RSA SA58 Metric MLOK Pistol Length Picatinny
rsa_sa58_tactical_pistol_v2_handguard,RSA SA-58 Tactical Pistol V2
sa58_std_lower_receiver,RSA SA-58 7.62x51
rsa_sa58_holland_type_sight,RSA SA-58 Holland Type
rsa_sa58_para_rear_sight,RSA SA-58 Metric PARA
rsa_sa58_rear_sight_picatinny_mount,RSA SA-58 Rear Sight Picatinny
rsa_sa58_para_fold_assembly,RSA SA-58 Para Fold Assembly
rsa_sa58_polymer_humpback_stock,RSA Humpback Polymer Fixed
rsa_sa58_x_series_stock,RSA SA58 FAL X-Series
rsa_sa58_buttpad,RSA SA58 FAL X-Series
rsa_sa58_wood_humpback_stock,SA58 Humpback Wood Fixed
sa58_wood_stock_buttpad,SA58 Wood
rsa_sa58_pistol_qd_sling_endplate,RSA SA-58 Pistol QD Sling
rsa_sa58_210mm_premium_pistol_barrel,"RSA SA-58 8.25"" Premium Pistol"
rsa_sa58_305mm_barrel,"RSA SA-58 12"""
rsa_sa58_330mm_barrel,"RSA SA-58 13"""
rsa_sa58_406mm_barrel,"RSA SA-58 16"""
rsa_sa58_457mm_barrel,"RSA SA-58 18"""
rsa_sa58_533mm_barrel,"RSA SA-58 21"""
rsa_sa58_406mm_fluted_barrel,"RSA SA-58 16"" Fluted"
rsa_sa58_pistol_gas_piston,RSA SA-58 Pistol Length
rsa_sa58_rifle_gas_piston,RSA SA-58 Rifle Length
z_rail_side_mount2,Z-Rail Side
z_rail_side_mount1,Z-Rail Side
mp5_nowa_style_muzzle_brake,MPi-54 Nowa Style
virticon_rm35_acog_mount,Virticon RM35 ACOG
suppressors_inc_omega45k_45acp_suppressor,Suppressors Inc. Omega45K
target_sports_universal_11.3inch_hg_mlok,Target Sports Universal MLOK
target_sports_universal_11.3inch_hg_picatinny,Target Sports Universal Picatinny
picatinny_section,Air for mounting picatinny attachments
hart_rear_ironsight_200m,Hart 200m
adw_qd,Axtell Defence Wave QD
starsurp_starsurp_apex_0.5_recoil_pad,StarSurp APEX M4 SOCOM Gen4
rsa_sa58_enhanced_bumper_magazine_bottom_plate,RSA FAL SA-58 Enhanced Bumper Magazine
rsa_sa58_mag_bottom_plate,RSA FAL SA-58 Magazine
rhodesian_halbek_muzzle_device,Rhodesian Reproduction Halbek
onyx_1_762,Onyx One 7.62
hk_mag_plate,Mag
dragoon_systems_l7awm_bottom_plate,Dragoon Systems L7AWM
dragoon_systems_l5awm_gen2_bottom_plate,Dragoon Systems L5AWM Gen2
1p29_eye_cup,1P29
geiss_zfk_front_cup,Geiss ZFK Front
geiss_zfk_rear_eye_cup,Geiss ZFK Rear
1pn58_eye_cup,NPZ NSPU
squadsight_orion_eye_cup,Squadsight Orion Front Cup
deltapoint_attachment,Strauss DeltaPoint Cap
strauss_cq_deltapoint_pro_rear_ironsight,Strauss CQ DeltaPoint Pro Rear
ss_lrs1_suppressor,Spike's Tactical Lrs-1
ihs_aug_a3_sa_cqc_handguard,IHS AUG A3 SA CQC Handguard
ihs_aug_a3_sa_cqc_left_rail,IHS CQC Left
ihs_aug_a3_sa_cqc_right_rail,IHS CQC Right
cerberus_arms_aug_cantiliver_forend_handguard,Cerberus Arms AUG Forend
cerberus_arms_aug_cantiliver_forend_side_rail,Cerberus Arms AUG Forend Side Rail
aug_a3sf_left_rail,AUG A3SF Left
aug_a3sf_right_rail_1,AUG A3SF Right
aug_a3sf_right_rail_2,AUG A3SF Right
aug_a3sf_top_rail_1,AUG A3SF Top
aug_a3sf_top_rail_2,AUG A3SF Top
mcs_buttpad,MCS V5
mcs_lss_nv_hood,MCS LSS Night Vision
mcs_lss_xl_nv_hood_oversize,MCS LSS-XL Gen II Night Vision
mcs_v5_skeleton_rifle_stock,MCS Skeleton V5
mcs_v5_skeleton_rifle_stock_short,MCS Skeleton V5 Short
mk10_bottom_adapter_large,MK10RL Large
mk10_bottom_adapter_small,MK10RL Small
mk10_side_adapter_large,MK10RL Large
mk10_side_adapter_small,MK10RL Small
mk10_top_adapter_large,MK10RL Large
mk10_top_adapter_small,MK10RL Small
calsport_handguard_long_accessory_rail_bottom,Cal Sport Long Accessory Rail
calsport_handguard_long_accessory_rail_side,Cal Sport Long Accessory Rail
calsport_handguard_short_accessory_rail_bottom,Cal Sport Short Accessory Rail
calsport_handguard_short_accessory_rail_side,Cal Sport Short Accessory Rail
spiderweb_bpr_suppressor_system_srm_6,Spiderweb BPR System SRM-6
prs_adjustable_piece,Magtap PRS Gen3
chelomo_cup,PSO belamo
pu_3.5x_scope,PU 3.5x
nomz_pilad_p3.5x20c_scope,NOMZ Pilad P3.5x20 C
hetzel_z24_fero_4x24,Hetzel AG Z24 Fero 4x24mm
sig_sauer_romeo3,Sic Stürmer Romeo3 Sight
romeo4t_lens_caps,Romeo4T Lens
romeo4t_folded_lens_caps,Romeo4T Folded Lens
sai_jailbrake_handguard_extension,SAI JailBrake Extension
sling_mount_ar,Sling
stanag_bottom_plate,STANAG Straight Mag
magtap_prs_gen2_stock,Magtap PRS Gen2
hera_hrs_light_stock,Hera HRS Light Fixed
centrefire_socom556_rc2_suppressor,CentreFire SOCOM556-RC2 Fast-Attach
pac_qdc_crs_prt_5.56x45_suppressor,PAC QDC/CRS-PRT 5.56x45
pac_crs_prt_suppressor_cover,PAC CRS-PRT
pac_qdc_mcq_prt_5.56x45_suppressor,PAC QDC/MCQ-PRT 5.56x45
pac_mcq_prt_suppressor_cover,PAC MCQ-PRT
smite_industries_oppressor_blast_shield,Smite Industries Oppressor Blast Shield
harrison_pra_adapter,Harrison PRA
harrison_hbr_base,Harrison HBR
gxw_tailhook_mod1_brace_small,GXW Tailhook MOD 1
gxw_tailhook_mod1_brace_big,GXW Tailhook MOD 1
tb_5,Thunder Beast Ultra 5
tb_7,Thunder Beast Ultra 7
tb_9,Thunder Beast Ultra 9
troy_m7a1_pdw_extendable_stock,Troy M7A1 PDW Extendable
ubr_gen2_stock,Magtap UBR GEN2
unity_fast_offset_optic_base,Harmony Fast LPVO Offset
unity_offset_optic_rmr_adapter_plate,Harmony Offset Optic RMR Adapter Plate
onyx_gmt_halo,Onyx GMT Halo
vism_pro_rear_200m,CosmoTac VISM Pro Rear 200m
vism_pro_rear_600m,CosmoTac VISM Pro Rear 600m
vism_pro_fs,CosmoTac VISM Pro Flip-Up Front
vism_pro_rs,CosmoTac VISM Pro Flip-Up Rear
magtap_xtm_enhanced_panel_2,Magtap XTM Enhanced Modular Panel Piece
magtap_xtm_enhanced_half_panel_2,Magtap XTM Enhanced Modular Half Panel Piece
magtap_xtm_enhanced_handstop_2,Magtap XTM Enhanced Handstop Piece
magtap_xtm_enhanced_short_handstop_2,Magtap XTM Enhanced Short Handstop Piece
z24_covers,Z24
pac_qdss_nt4_5.56x45_suppressor,PAC QDSS NT-4 5.56x45
grip_pod_gps_02_legs_ext,GPS-02 Extended
grip_pod_gps_02_legs_col,GPS-02 Collapsed
veles_pt_1_klassika_base_part,"Veles PT-1 ""Klassika"" Base Part"
veles_pt_3_base_part,Veles PT-3 Adjustable
veles_pt_1_klassika_buttpad,"Veles PT-1 ""Klassika"""
veles_pt_3_buttpad,Veles PT-3 Buttpad
isle_mfg_veles_pt_1_tailhook_adapter,Isle MFG Veles PT-1
veles_pt_1_klassika_cheekpad,"Veles PT-1 ""Klassika"" Cheekpad"
veles_pt_3_cheekpad,Veles PT-3 Cheekpad
veles_pt_1_klassika_adjust_part,"Veles PT-1 ""Klassika"" Adjustable"
veles_rk6_angled,Veles Rk-6
veles_rk5_angled,Veles Rk-5
veles_rk1_angled,Veles Rk-1
veles_rk2_angled,Veles Rk-2
veles_rk4_angled,Veles Rk-4
veles_rk0_angled,Veles Rk-0
veles_rk0,Veles Rk-0
veles_rk1,Veles Rk-1
veles_rk2,Veles Rk-2
veles_rk4,Veles Rk-4
veles_rk5,Veles Rk-5
veles_rk6,Veles Rk-6
prs_gen3_buttpad,Magtap PRS Gen3
magtap_moe_butt_pad,Magtap MOE
magtap_str_butt_pad,Magtap MOE
magtap_moe_sl_k_carbine_stock_buttpad,Magtap MOE SL-K
lmt_pad,LMT
emod_pad,Emod
cf_rubber_buttpad,CF Rubber Buttstock
viper_rubber_pad,Viper Rubber
dynamic_development_group_sas_acr_stock_cheek_pad,Dynamic Development Group SAS Adaptive ACR Stock
dynamic_development_group_sas_acr_stock,Dynamic Development Group SAS Adaptive ACR Stock
haga_defense_scar_acr_tailhook_adapter,Haga Defense SCAR ACR Tailhook
dynamic_development_group_sas_acr_stock_retractor,Dynamic Development Group SAS Adaptive ACR Retractor
ar_tr2_pad,AR Tr2
t_frs15_pad,Thordsen FRS-15
precision_intercontinental_at_aics_gen2_buttpad,Precision Intercontinental AT AICS 2.0
precision_intercontinental_at_aics_gen2_10mm_spacer,Precision Intercontinental AT AICS 2.0 10mm
precision_intercontinental_at_aics_gen2_cheekrest,Precision Intercontinental AT AICS 2.0
precision_intercontinental_at_aics_gen2_stock_hinge,Precision Intercontinental AT AICS 2.0
precision_intercontinental_at_aics_gen2_stock_hinge_body,Precision Intercontinental AT AICS 2.0
precision_intercontinental_roosevelt_700_sa_at_aics_gen2_folding_chassis_standard_stock,Precision Intercontinental AT AICS 2.0 Standard
precision_intercontinental_roosevelt_700_sa_at_aics_gen2_folding_chassis_thumbhole_stock,Precision Intercontinental AT AICS 2.0 Thumbhole
precision_intercontinental_at_aics_gen2_frame_mount,Precision Intercontinental AT AICS 2.0
precision_intercontinental_roosevelt_700_sa_at_aics_gen2_folding_chassis_external_cover,Precision Intercontinental Rem700 SA AT AICS 2.0 Folding Chassis
precision_intercontinental_at_aics_gen2_frame_keymod_assembly,Precision Intercontinental AT AICS 2.0 Keymod
precision_intercontinental_at_aics_gen2_frame_rail_assembly,Precision Intercontinental AT AICS 2.0 Picatinny
precision_intercontinental_at_aics_gen2_mag_release,Precision Intercontinental AT AICS 2.0
precision_intercontinental_roosevelt_700_sa_at_aics_gen2_folding_chassis_pistol_grip_assembly,Precision Intercontinental Rem700 SA AT AICS 2.0 Folding Chassis
precision_intercontinental_at_aics_gen2_standard_backstrap,Precision Intercontinental AT AICS 2.0 Standard
precision_intercontinental_at_aics_gen2_thumbhole_backstrap,Precision Intercontinental AT AICS 2.0 Thumbhole
hunter_cheekrest_flat,Hunter 700 Stock Flat
hunter_cheekrest_.25,Hunter 700 Stock .25
hunter_cheekrest_.5,Hunter 700 Stock .5
hunter_cheekrest_.75,Hunter 700 Stock .75
hunter_cheekrest_.25_sga,Hunter SGA .25
hunter_cheekrest_flat_sga,Hunter SGA Flat
hunter_cheekrest_.75_sga,Hunter SGA .75
hunter_cheekrest_.5_sga,Hunter SGA .5
magtap_hunter_ac_magwell,Magtap Hunter AC AICS Roosevelt 700 .308
corvus_mounts_m4_trigger_guard,Badger Ordnance M4 R700 Bottom Plate
hunterstock_lop_0.5_1,Hunter 700 Stock 0.5
hunterstock_lop_0.5_2,Hunter 700 Stock 0.5
hunterstock_lop_0.5_3,Hunter 700 Stock 0.5
hunterstock_lop_0.5_4,Hunter 700 Stock 0.5
hunter_stock_buttpad,Hunter 700 Stock
spinner_extended_multislot_rail_base,Spinner Extended Multi-Slot
mcs_r700_long_rail,MCS R700 Long
roosevelt_model_700_short_action_receiver,Roosevelt Model 700 Short Action
roosevelt_walker_model_700_trigger,Roosevelt-Walker Model 700
lockwood_impact_700_trigger,Lockwood Impact 700
roosevelt_walker_model_700_trigger_housing,Roosevelt-Walker Model 700
lockwood_impact_700_trigger_housing,Lockwood Impact 700
scrubs_outdoors_roosevelt_700_.308_magwell,Scrubs' Outdoors Roosevelt 700 .308
roosevelt_model_700_419mm_.308_barrel,Roosevelt Model 700 419mm .308
roosevelt_model_700_419mm_.308_threaded_barrel,Roosevelt Model 700 419mm Threaded .308
roosevelt_model_700_508mm_.308_heavy_barrel,Roosevelt Model 700 Factory 508mm Heavy .308
roosevelt_model_700_508mm_.308_heavy_threaded_barrel,Roosevelt Model 700 Factory 508mm Heavy Threaded .308
roosevelt_model_700_559mm_.308_barrel,Roosevelt Model 700 559mm .308
roosevelt_model_700_610mm_.308_barrel,Roosevelt Model 700 610mm .308
roosevelt_model_700_610mm_.308_threaded_barrel,Roosevelt Model 700 610mm .308
roosevelt_model_700_660mm_.308_barrel,Roosevelt Model 700 660mm .308
mcs_tac21_gen2_15inch_r700_mlok_handguard,MCS TAC21 Gen II
mcs_tac21_gen2_r700_buffer_tube_adapter,MCS TAC21 Gen II
mcs_tac21_gen2_r700_lower_receiver,MCS TAC21 Gen II
mcs_tac21_gen2_r700_upper_receiver,MCS TAC21 Gen II
mcs_tac21_gen2_r700_mag_release,MCS TAC21 Gen II
roosevelt_model_700_.308_bolt_face,Roosevelt Model 700 .308
roosevelt_model_700_bolt_plug,Roosevelt Model 700
roosevelt_model_700_firing_pin,Roosevelt Model 700
roosevelt_model_700_factory_recoil_lug,Roosevelt Model 700
roosevelt_walker_model_700_safety,Roosevelt-Walker Model 700
lockwood_impact_700_safety,Lockwood Impact 700
rogue_roosevelt_model_700_overmolded_bdl_full_bed_block_stock,Rogue Roosevelt 700 Overmolded BDL Full Bed Block
magtap_hunter700_short_action,Magtap Hunter 700 Short Action
mcs_lss_gen2_carbine_chassis,MCS LSS-XL Gen II Carbine
precision_intercontinental_roosevelt_700_sa_at_aics_gen2_folding_chassis_frame,Precision Intercontinental Rem700 SA AT AICS 2.0 Folding Chassis
rogue_roosevelt_model_700_stock_pad,Rogue Roosevelt Model 700
corvus_mounts_c1_30mm_12oclock_rmr_mount_for_arc,Corvus Mounts Condition 1 30mm 12 O'Clock ARC RMR
corvus_mounts_comm_j_arm_offset_mount,Corvus Mounts C.O.M.M. J-Arm Offset
corvus_mounts_comm_virticon_rmr_sight_mount,Corvus Mounts C.O.M.M. RMR Sight
corvus_mounts_comm_azimuth_t1_sight_mount,Corvus Mounts C.O.M.M. T1/T2 Sight
corvus_mounts_comm_30mm_ring_half,Corvus Mounts C.O.M.M. 30mm Half Tube Ring
corvus_mounts_comm_34mm_ring_half,Corvus Mounts C.O.M.M. 34mm Half Tube Ring
corvus_mounts_c1_34mm_accessory_arc_ring_cap,Corvus Mounts Condition 1 34mm 12 O'Clock T1/T2 Optical Half Tube Plate
corvus_mounts_c1_30mm_accessory_arc_ring_cap,Corvus Mounts Condition 1 30mm 12 O'Clock T1/T2 Optical Half Tube Plate
corvus_mounts_c1_34mm_12oclock_t1_optical_half_tube_plate,Corvus Mounts Condition 1 34mm 12 O'Clock T1/T2 Optical Half Tube Plate
corvus_mounts_c1_30mm_12oclock_t1_optical_half_tube_plate,Corvus Mounts Condition 1 30mm 12 O'Clock T1/T2 Optical Half Tube Plate
hk_mp5a3_early_gen_stock_endplate,MPi-54A3 Early Gen
hk_mp5a3_early_gen_collapsible_stock,MPi-54A3 Early Gen Collapsible
hk_mp5_9x19_225mm_barrel,MPi-54 225mm 9x19
mfi_hk_universal_low_profile_scope_mount,MFI Universal Low Profile Scope
mfi_hk_universal_low_profile_scope_mount_flipped,MFI Universal Low Profile Scope Flipped
bt_bt21021_armasuisse_nar_mp5_top_rail,B&T BT-21021 Armasuisse NAR MPi-54 Top Rail
hk_mp5_std_front_sight_assembly,MPi-54 Front Sight
hk_mp5_wide_tropical_handguard,MPi-54 Wide Tropical
hk_mp5sd_polymer_handguard,MPi-54SD Polymer
bt_bt21343_3x_nar_mp5sd_handguard,B&T BT-21343 3x NAR MPi54SD
bt_bt401003_tl99_3x_nar_mp5_handguard,B&T BT-401003 TL99 3x NAR MP5
hk_mp5_slim_checkered_handguard,MPi-54 Slim Checkered
centrefire_628lmf_b_mp5_handguard,Centrefire 628LMF-B MPi-54
northeast_industries_mp5_mlok_handguard,Northeast Industries MPi-54 MLOK
ptr_mp5_trirail_handguard,CTR Tri-Rail MP5
tas_hx5_mp5_picatinny_handguard,TAS HX-5 MP5
hk_mp5_plastic_4_position_trigger_housing,MPi-54 Plastic 4-Position Trigger
aeroknox_ax_mp5_trigger_housing,Arrow AX // MPi-54 Trigger
hk_mp5_sef_polymer_contoured_trigger_housing,MPi-54 SEF Polymer Contoured Trigger
hk_mp5_hk94_sef_metal_trigger_housing,MP5/HK94 SEF Metal Trigger
hk_mp5a2_plastic_fixed_stock,MPi-54A2 Standard Fixed Plastic
hk_mp5_hk94_cartman_stock_base,MP5/HK94 Cartman
hk_mp5_hk94_cartman_stock,MP5/HK94 Cartman
